player_id,name,country_of_birth,city_of_birth,date_of_birth,foot,height_in_cm,contract_expiration_date,image_url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,Player,Nation,Pos,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_xAG,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_PrgDist,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_TotDist,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att.1,Goalkeeping_Launch%.1,Goalkeeping_AvgLen.1,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,total_games,Penalty_Success_%
7825,Pepe Reina,Spain,Madrid,1982-08-31 00:00:00,right,188.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/7825-1724826388.jpg?lm=1,IT1,Calcio Como,600000.0,22000000.0,pepe reina,es ESP,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.30277777777778,0.0,0.0236111111111111,0.0,0.0,0.0340277777777777,0.0,30.613888888888887,38.22916666666666,80.72416666666666,0.0,24.47361111111111,0.0,0.0472222222222222,0.0472222222222222,510.6097222222222,6.368055555555555,98.54652777777778,17.82777777777778,98.78652777777778,13.940277777777778,51.32222222222222,0.0,0.0,0.0486111111111111,0.3958333333333333,0.0,0.0,30.302777777777777,7.884722222222222,2.4763888888888888,0.0,0.0652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0513888888888888,0.0,0.0,0.0,0.0,0.0,0.0472222222222222,0.0,0.0472222222222222,0.0,0.0,0.0236111111111111,0.2597222222222222,0.1388888888888889,34.484722222222224,40.02222222222223,0.2805555555555555,0.0,0.0,40.30277777777778,4.722222222222222,0.0,0.0,133.94722222222222,81.89861111111111,0.0,0.0,0.0,0.0,20.34861111111111,0.0,0.0,0.0,0.0513888888888888,0.0,0.8625,23.75,4.101388888888889,1.1805555555555556,2.959722222222222,68.29791666666667,1.225138888888889,3.031944444444445,9.568055555555556,31.088472222222222,32.77916666666667,5.509722222222222,22.95875000000001,29.173055555555557,5.408333333333333,42.52319444444444,38.38069444444445,15.369444444444444,0.7236111111111111,4.908611111111111,0.7305555555555555,10.970694444444444,24,0.0
12907,Alessio Cragno,Italy,Fiesole,1994-06-28 00:00:00,right,184.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/12907-1663659430.jpg?lm=1,IT1,Associazione Calcio Monza,1500000.0,20000000.0,alessio cragno,it ITA,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.108108108108105,0.0,0.0,0.0,0.0,0.0,0.0,24.68108108108108,33.15135135135135,74.50486486486487,0.0,19.032432432432437,0.0,0.0,0.0,428.1945945945946,5.308108108108108,100.0,11.297297297297296,100.0,16.135135135135137,50.5118918918919,0.0,0.0,0.0,0.6432432432432432,0.0,0.0,23.616216216216216,9.535135135135135,3.156756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297297297297297,0.0,0.1297297297297297,0.0,0.0,0.0,0.6810810810810811,0.4108108108108108,29.713513513513515,36.108108108108105,0.0,0.0,0.0,36.108108108108105,0.0,0.0,0.0,100.08648648648648,72.30810810810812,0.0,0.0,0.0,0.0,15.81081081081081,0.0,0.0,0.0,0.0,0.0,1.491891891891892,41.08108108108108,4.940540540540541,2.172972972972973,3.0,50.76108108108108,1.7351351351351354,5.4324324324324325,13.216216216216216,42.98162162162162,26.772972972972973,4.486486486486487,43.96108108108109,35.38702702702703,6.378378378378378,28.05513513513513,33.2627027027027,11.421621621621622,1.2324324324324325,11.215135135135135,2.2594594594594595,13.345945945945946,4,0.0
16633,Alex Cordaz,Italy,Vittorio Veneto,1983-01-01 00:00:00,right,188.0,,https://img.a.transfermarkt.technology/portrait/header/16633-1602068628.jpg?lm=1,IT1,Inter.,200000.0,1000000.0,alex cordaz,it ITA,GK,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,55.0,0.0,13.0,0.0,0.0,0.0,200.0,4.0,100.0,4.0,75.0,11.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,42.0,14.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.5,1.0,7.0,14.3,15.0,3.0,26.7,33.5,5.0,60.0,52.0,7.0,0.0,0.0,0.0,0.0,1,0.0
17259,Manuel Neuer,Germany,Gelsenkirchen,1986-03-27 00:00:00,right,193.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/17259-1702419450.jpg?lm=1,L1,Bayern Munich,4000000.0,45000000.0,manuel neuer,de GER,GK,89.15947075208913,0.0,0.0,0.0,0.0,0.0097493036211699,0.0048746518105849,1.0,0.0,40.15529247910864,0.0445682451253481,0.0,0.0,0.0009749303621169,0.0,0.0,32.943593314763234,38.17548746518106,86.7616295264624,0.3175487465181058,24.925487465181057,0.0,0.0348189415041782,0.0348189415041782,506.5814763231198,6.2994428969359335,98.99721448467966,18.14066852367688,98.3358635097493,13.724930362116991,64.92207520891364,0.0,0.0,0.0,0.5821727019498607,0.0,0.0,32.80292479108635,5.3725626740947074,1.0947075208913648,0.0,0.1114206128133704,0.0,0.0424791086350974,0.0,0.0,0.0,0.0,0.0,0.0,0.0445682451253481,0.0445682451253481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6142061281337048,0.1337047353760445,30.83008356545961,39.02576601671309,1.0821727019498608,0.0508356545961002,0.0508356545961002,40.15529247910864,3.481894150417827,0.0,0.0,130.9874651810585,79.43036211699165,0.0,0.0,0.048050139275766,0.0,25.036211699164344,0.0,0.0,0.0396935933147632,0.1016713091922005,0.0,1.4094707520891363,20.473537604456823,4.153203342618385,1.4589136490250696,2.6545961002785514,64.81448467966574,1.3277855153203342,3.1908077994428967,6.881615598885793,51.04637883008356,33.940111420612816,4.862116991643454,18.02778551532033,27.40647632311978,4.235376044568246,11.561768802228412,24.100835654596104,10.10515320334262,0.3837047353760445,3.7721448467966576,1.5048746518105849,17.61176880222841,35,0.0
17965,Hugo Lloris,France,Nice,1986-12-26 00:00:00,left,188.0,2024-12-31 00:00:00,https://img.a.transfermarkt.technology/portrait/header/17965-1709933030.jpg?lm=1,GB1,Tottenham Hotspur Football Club,1200000.0,30000000.0,hugo lloris,fr FRA,GK,85.97765363128492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.329608938547487,0.0391061452513966,0.053072625698324,0.0,0.0,0.0,0.0,20.3268156424581,27.748603351955307,72.72039106145252,0.0,16.50558659217877,0.0,0.0,0.0,304.1703910614525,6.315642458100559,90.07290502793296,9.03072625698324,99.52681564245808,12.22905027932961,45.951396648044685,0.0,0.0,0.0,0.494413407821229,0.0,0.0,19.40502793296089,8.212290502793296,1.4189944134078212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312849162011173,0.0418994413407821,0.0391061452513966,0.0391061452513966,0.0,0.0,0.0391061452513966,0.1787709497206704,3.910614525139665,0.1396648044692737,0.0,0.0,0.053072625698324,0.4692737430167598,0.1871508379888268,27.564245810055866,30.1927374301676,0.1368715083798882,0.0,0.0,30.329608938547487,0.0,0.0,0.0,91.18156424581004,59.86871508379888,0.0,0.0,0.0614525139664804,0.0,13.421787709497206,0.0,0.0,0.0,0.0502793296089385,0.0,0.9217877094972068,21.36871508379888,5.094972067039106,1.7625698324022343,3.388268156424581,64.92011173184358,1.571508379888268,2.863128491620112,9.156424581005586,34.791061452513965,20.824022346368714,4.150837988826815,34.0695530726257,32.13128491620112,6.793296089385475,33.98910614525139,29.75391061452514,12.41899441340782,0.8240223463687151,6.400558659217877,0.994413407821229,12.977094972067038,25,0.0
18940,Rémy Riou,France,Lyon,1987-08-06 00:00:00,right,191.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/18940-1672830760.jpg?lm=1,FR1,Lyon,250000.0,4000000.0,rémy riou,fr FRA,GK,89.8644859813084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.794392523364486,0.0233644859813084,0.0,0.0,0.0,0.0,0.0,26.00467289719626,34.205607476635514,77.73271028037385,0.0186915887850467,23.757009345794398,0.0,0.0,0.0,385.9439252336449,7.836448598130841,95.93738317757008,14.714953271028037,98.0303738317757,11.518691588785046,42.82897196261682,0.0,0.0,0.0,0.0,0.0,0.0,23.369158878504678,10.836448598130842,3.2429906542056077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233644859813084,0.0,0.0,0.0233644859813084,0.2102803738317757,2.336448598130841,0.1869158878504672,0.0,0.0,0.0,0.3364485981308411,0.1869158878504672,31.710280373831772,35.58878504672897,0.205607476635514,0.0,0.0,35.794392523364486,0.0,0.0,0.0,113.6588785046729,68.84579439252336,0.0,0.0,0.0,0.0,15.962616822429906,0.0,0.0,0.0,0.1822429906542056,0.0,1.658878504672897,27.80373831775701,4.331775700934579,1.6822429906542056,2.7803738317757007,66.1640186915888,1.5780373831775705,1.5700934579439252,8.38785046728972,25.77102803738318,26.61214953271028,3.897196261682243,21.241121495327103,27.70934579439253,7.593457943925234,28.10514018691589,31.09953271028038,11.406542056074766,0.7710280373831776,8.16588785046729,1.266355140186916,15.76495327102804,10,0.0
21872,Gianluca Pegolo,Italy,Bassano del Grappa,1981-03-25 00:00:00,left,183.0,2024-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/21872-1695107566.jpg?lm=1,IT1,US Sassuolo,100000.0,2000000.0,gianluca pegolo,it ITA,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21621621621622,0.0,0.0,0.0,0.0,0.0,0.0,31.67567567567568,38.21621621621622,80.35135135135135,0.0,22.89189189189189,0.0,0.0,0.0,527.1081081081081,6.378378378378378,100.0,15.72972972972973,98.15135135135137,15.594594594594597,62.18108108108108,0.0,0.0,0.0,0.0,0.0,0.0,27.783783783783782,10.432432432432432,2.4864864864864864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.0,0.4864864864864865,0.0,0.0,0.0,0.5135135135135135,0.0,35.24324324324324,40.21621621621622,0.0,0.0,0.0,40.21621621621622,0.0,0.0,0.0,99.2162162162162,61.13513513513514,0.0,0.0,0.0,0.0,21.27027027027027,0.0,0.0,0.0,0.4864864864864865,0.0,0.4864864864864865,0.0,3.0,1.4864864864864864,1.5135135135135136,66.7,1.6432432432432431,4.513513513513513,9.08108108108108,53.86216216216216,30.27027027027027,5.0,26.013513513513512,31.564864864864862,7.945945945945946,35.4054054054054,29.802702702702696,14.216216216216216,1.027027027027027,4.672972972972973,0.0,9.55945945945946,2,0.0
22141,Antonio Mirante,Italy,Castellammare di Stabia,1983-07-08 00:00:00,right,193.0,,https://img.a.transfermarkt.technology/portrait/header/22141-1663574908.jpg?lm=1,IT1,Associazione Calcio Milan,100000.0,6000000.0,antonio mirante,it ITA,GK,67.8136645962733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.03105590062112,0.0,0.0,0.0,0.0,0.0,0.0,17.236024844720497,21.211180124223603,86.02608695652174,0.0,12.4472049689441,0.0,0.0,0.0,264.1366459627329,2.7639751552795038,76.3975155279503,11.360248447204969,100.0,7.086956521739131,67.5888198757764,0.0,0.0,0.0,0.0,0.0,0.0,17.627329192546583,3.583850931677018,0.2919254658385093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4720496894409938,0.0,18.919254658385093,22.267080745341616,0.7639751552795031,0.0,0.0,23.03105590062112,0.0,0.0,0.0,46.69565217391305,32.35403726708075,0.0,0.0,0.0,0.0,12.459627329192546,0.0,0.0,0.0,0.0,0.0,1.4161490683229814,76.3975155279503,3.0559006211180124,1.236024844720497,1.8198757763975155,45.49689440993789,1.2652173913043478,1.639751552795031,4.447204968944099,33.323602484472055,17.919254658385093,2.0,11.677018633540373,27.31925465838509,3.291925465838509,14.596273291925463,24.812422360248448,5.863354037267081,0.4720496894409938,9.440993788819876,0.4720496894409938,8.403105590062113,3,0.0
22318,Federico Marchetti,Italy,Bassano del Grappa,1983-02-07 00:00:00,left,188.0,2024-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/22318-1688474874.jpg?lm=1,IT1,Spezia Calcio,50000.0,13000000.0,federico marchetti,it ITA,GK,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,77.8,0.0,7.0,0.0,0.0,0.0,175.0,6.0,100.0,4.0,100.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,33.3,1.5,2.0,4.0,50.0,10.0,2.0,10.0,24.3,8.0,37.5,32.4,8.0,0.0,0.0,1.0,22.0,1,0.0
22628,Benoît Costil,France,Caen,1987-07-03 00:00:00,right,188.0,,https://img.a.transfermarkt.technology/portrait/header/22628-1676903501.jpg?lm=1,IT1,US Salernitana 1919,600000.0,8000000.0,benoît costil,fr FRA,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.91259105098855,0.1540062434963579,0.0,0.0,0.0,0.0,0.0,20.23413111342352,32.37773152965661,62.390738813735695,0.0083246618106139,17.4786680541103,0.0,0.0010405827263267,0.0010405827263267,494.0655567117586,3.574401664932362,97.99167533818938,8.701352757544225,97.9735691987513,20.026014568158168,43.29916753381894,0.0,0.0,0.0749219562955254,0.3766909469302809,0.0,0.0,20.61706555671176,11.689906347554633,3.860561914672216,0.0,0.0249739854318418,0.0551508844953173,0.0,0.0,0.0,0.0,0.0,0.0707596253902185,0.0,0.0572320499479708,0.0811654526534859,0.072840790842872,0.0,0.1540062434963579,0.2237252861602497,15.400624349635796,0.0697190426638917,0.0,0.0,0.0,0.327783558792924,0.0561914672216441,29.496357960457857,34.32882414151925,0.5837669094693028,0.0,0.0,34.91259105098855,0.1040582726326743,0.0,0.0,93.26638917793964,50.79604578563996,0.0,0.0,0.0697190426638917,0.0,13.801248699271593,0.0,0.0,0.0,0.0489073881373569,0.0,1.053069719042664,2.705515088449532,4.939646201873049,2.259105098855359,2.750260145681582,53.99448491155047,1.8412070759625392,5.844953173777316,17.04162330905307,36.34308012486992,24.477627471383972,3.4183142559833506,48.81425598335068,37.76576482830385,7.829344432882414,67.88720083246618,49.71831425598335,16.142559833506763,0.1873048907388137,0.9924037460978148,1.3714880332986472,12.845993756503642,32,0.0
